Graph,n,m,ccCount,numBCC,maxV,maxE,S_BCC
/home/graphwork/Graphs/Sybrandt/MOLIERE_2016/MOLIERE_2016.mtx,30239687,2147483647,Graph too large
/home/graphwork/Graphs/Sybrandt/MOLIERE_2016/MOLIERE_2016_duplicate_edges.mtx,3106164,0,Graph too small
/home/graphwork/Graphs/Sybrandt/AGATHA_2015/AGATHA_2015.mtx,183964077,2147483647,Graph too large
/home/graphwork/Graphs/GAP/GAP-urand_sources.mtx,64,-1174904335,Graph too small
/home/graphwork/Graphs/GAP/GAP-twitter.mtx,61578415,1468364884,Graph too large
/home/graphwork/Graphs/GAP/GAP-web.mtx,50636151,1930292948,Graph too large
/home/graphwork/Graphs/GAP/GAP-road.mtx,23947347,28854312,1,7390330,16019894,20705787,0.703335
/home/graphwork/Graphs/GAP/GAP-twitter_sources.mtx,64,0,Graph too small
/home/graphwork/Graphs/GAP/GAP-kron_sources.mtx,64,-252811568,Graph too small
/home/graphwork/Graphs/GAP/GAP-kron.mtx,134217726,2111632322,Graph too large
/home/graphwork/Graphs/GAP/GAP-web_sources.mtx,64,593876688,Graph too large
/home/graphwork/Graphs/GAP/GAP-urand.mtx,134217728,2147483370,Graph too large
/home/graphwork/Graphs/GAP/GAP-road_sources.mtx,64,1960494800,Graph too large
/home/graphwork/Graphs/GenBank/kmer_P1a.mtx,139353211,148914992,Graph too large
/home/graphwork/Graphs/GenBank/kmer_V2a.mtx,55042369,58608800,Graph too large
/home/graphwork/Graphs/GenBank/kmer_A2a.mtx,170728175,180292586,Graph too large
/home/graphwork/Graphs/GenBank/kmer_U1a.mtx,67716231,69389281,Graph too large
/home/graphwork/Graphs/GenBank/kmer_V1r.mtx,214005017,232705452,Graph too large
/home/graphwork/Graphs/SNAP/as-735_G_569.mtx,7716,11058,Graph too small
/home/graphwork/Graphs/SNAP/email-Eu-core_Communities_all.mtx,1005,1005,Graph too small
/home/graphwork/Graphs/SNAP/sx-superuser_temporal_edges_c2q.mtx,479067,-872245552,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_165.mtx,7716,7134,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_399.mtx,7716,9082,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_109.mtx,7716,6600,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_220.mtx,7716,7469,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_470.mtx,7716,9816,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_119.mtx,7716,6587,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_725.mtx,7716,4594,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_607.mtx,7716,11655,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_400.mtx,7716,9104,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_107.mtx,7716,6584,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_194.mtx,7716,7276,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_131.mtx,7716,6735,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_471.mtx,7716,9795,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_404.mtx,7716,9071,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_392.mtx,7716,8982,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_396.mtx,7716,9023,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_242.mtx,7716,7647,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_528.mtx,7716,10563,Graph too small
/home/graphwork/Graphs/SNAP/email-Eu-core-temporal_Dept_4.mtx,146,1375,Graph too small
/home/graphwork/Graphs/SNAP/sx-mathoverflow_temporal_edges_a2q.mtx,107581,-1708288304,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_405.mtx,7716,9092,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_062.mtx,7716,6139,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_347.mtx,7716,8391,Graph too small
/home/graphwork/Graphs/SNAP/Oregon-2_G_2.mtx,11806,30855,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_202.mtx,7716,7339,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_134.mtx,7716,6740,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_534.mtx,7716,10307,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_496.mtx,7716,10115,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_662.mtx,7716,12355,Graph too small
/home/graphwork/Graphs/SNAP/as-caida_G_004.mtx,31379,34335,14506,5949,10915,28367,0.676159
/home/graphwork/Graphs/SNAP/as-735_G_382.mtx,7716,8845,Graph too small
/home/graphwork/Graphs/SNAP/Oregon-2_G_5.mtx,11806,31434,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_444.mtx,7716,9537,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_048.mtx,7716,6167,Graph too small
/home/graphwork/Graphs/SNAP/as-caida_G_073.mtx,31379,47777,7717,8993,14652,38750,0.725989
/home/graphwork/Graphs/SNAP/as-735_G_605.mtx,7716,11625,Graph too small
/home/graphwork/Graphs/SNAP/as-735_G_111.mtx,7716,6647,Graph too small
/home/graphwork/Graphs/SNAP/as-caida_G_108.mtx,31379,52762,5683,9741,15932,42974,0.744177
